"Record Length",10000,"Points",-1.62800002e-007,    5.014258
"Sample Interval",4.00000005e-011,s,-1.62760002e-007,    5.023437
"Trigger Point",4070,"Samples",-1.62720002e-007,    5.024805
"Trigger Time",3.23070125e-011,s,-1.62680002e-007,    5.016797
"",,,-1.62640002e-007,           5
"Horizontal Offset",-1.62800002e-007,s,-1.62600002e-007,    4.975781
,,,-1.62560002e-007,    4.949023
,,,-1.62520002e-007,    4.924609
,,,-1.62480002e-007,    4.907226
,,,-1.62440002e-007,         4.9
,,,-1.62400002e-007,    4.903906
,,,-1.62360002e-007,    4.916016
,,,-1.62320002e-007,    4.931055
,,,-1.62280002e-007,    4.943945
,,,-1.62240002e-007,        4.95
,,,-1.62200002e-007,    4.947266
,,,-1.62160002e-007,    4.936914
,,,-1.62120002e-007,    4.922266
,,,-1.62080002e-007,    4.908398
,,,-1.62040002e-007,         4.9
,,,-1.62000002e-007,    4.899805
,,,-1.61960002e-007,    4.907812
,,,-1.61920002e-007,    4.921289
,,,-1.61880002e-007,    4.936523
,,,-1.61840002e-007,        4.95
,,,-1.61800002e-007,    4.958984
,,,-1.61760002e-007,    4.962109
,,,-1.61720002e-007,    4.960351
,,,-1.61680002e-007,    4.955469
,,,-1.61640002e-007,        4.95
,,,-1.61600002e-007,    4.945703
,,,-1.61560002e-007,     4.94375
,,,-1.61520002e-007,    4.944141
,,,-1.61480002e-007,    4.946484
,,,-1.61440002e-007,        4.95
,,,-1.61400002e-007,     4.95332
,,,-1.61360002e-007,    4.955664
,,,-1.61320002e-007,    4.956055
,,,-1.61280002e-007,    4.954101
,,,-1.61240002e-007,        4.95
,,,-1.61200002e-007,    4.944531
,,,-1.61160002e-007,    4.940039
,,,-1.61120002e-007,    4.938281
,,,-1.61080002e-007,    4.941406
,,,-1.61040002e-007,        4.95
,,,-1.61000002e-007,    4.963086
,,,-1.60960002e-007,    4.978125
,,,-1.60920002e-007,    4.991601
,,,-1.60880002e-007,    4.999805
,,,-1.60840002e-007,           5
,,,-1.60800002e-007,    4.991601
,,,-1.60760002e-007,     4.97793
,,,-1.60720002e-007,    4.963281
,,,-1.60680002e-007,    4.952734
,,,-1.60640002e-007,        4.95
,,,-1.60600002e-007,    4.955469
,,,-1.60560002e-007,    4.967773
,,,-1.60520002e-007,    4.982617
,,,-1.60480002e-007,    4.994726
,,,-1.60440002e-007,           5
,,,-1.60400002e-007,    4.995898
,,,-1.60360002e-007,    4.984766
,,,-1.60320002e-007,    4.970117
,,,-1.60280002e-007,    4.957031
,,,-1.60240002e-007,        4.95
,,,-1.60200002e-007,    4.950976
,,,-1.60160002e-007,    4.959961
,,,-1.60120002e-007,    4.973828
,,,-1.60080002e-007,    4.988672
,,,-1.60040002e-007,           5
,,,-1.60000002e-007,    5.003711
,,,-1.59960002e-007,    4.999219
,,,-1.59920002e-007,    4.987305
,,,-1.59880002e-007,    4.969922
,,,-1.59840002e-007,        4.95
,,,-1.59800002e-007,    4.930859
,,,-1.59760002e-007,    4.915234
,,,-1.59720002e-007,    4.904492
,,,-1.59680002e-007,    4.899219
,,,-1.59640002e-007,         4.9
,,,-1.59600002e-007,    4.906445
,,,-1.59560002e-007,    4.916601
,,,-1.59520002e-007,    4.928516
,,,-1.59480002e-007,    4.940234
,,,-1.59440002e-007,        4.95
,,,-1.59400002e-007,    4.956836
,,,-1.59360002e-007,    4.959766
,,,-1.59320002e-007,    4.958984
,,,-1.59280002e-007,    4.955273
,,,-1.59240002e-007,        4.95
,,,-1.59200002e-007,    4.944922
,,,-1.59160002e-007,    4.941601
,,,-1.59120002e-007,     4.94082
,,,-1.59080002e-007,    4.943555
,,,-1.59040002e-007,        4.95
,,,-1.59000002e-007,     4.95918
,,,-1.58960002e-007,    4.970312
,,,-1.58920002e-007,    4.981445
,,,-1.58880002e-007,    4.991797
,,,-1.58840002e-007,           5
,,,-1.58800002e-007,    5.004687
,,,-1.58760002e-007,     5.00625
,,,-1.58720002e-007,    5.005469
,,,-1.58680002e-007,     5.00293
,,,-1.58640002e-007,           5
,,,-1.58600002e-007,    4.996484
,,,-1.58560002e-007,    4.994531
,,,-1.58520002e-007,    4.994531
,,,-1.58480002e-007,    4.996484
,,,-1.58440002e-007,           5
,,,-1.58400002e-007,    5.003711
,,,-1.58360002e-007,    5.006641
,,,-1.58320002e-007,    5.007812
,,,-1.58280002e-007,    5.005664
,,,-1.58240002e-007,           5
,,,-1.58200002e-007,    4.990234
,,,-1.58160002e-007,    4.978516
,,,-1.58120002e-007,    4.966797
,,,-1.58080002e-007,    4.956641
,,,-1.58040002e-007,        4.95
,,,-1.58000002e-007,    4.946875
,,,-1.57960002e-007,     4.94707
,,,-1.57920002e-007,    4.948633
,,,-1.57880002e-007,        4.95
