"Record Length",10000,"Points",-1.49200002e-007,    4.951094
"Sample Interval",4.00000005e-011,s,-1.49160002e-007,    4.952656
"Trigger Point",3730,"Samples",-1.49120002e-007,     4.95625
"Trigger Time",2.99070136e-011,s,-1.49080002e-007,        4.96
"",,,-1.49040002e-007,    4.961562
"Horizontal Offset",-1.49200002e-007,s,-1.49000002e-007,    4.961562
,,,-1.48960002e-007,    4.960469
,,,-1.48920002e-007,    4.959687
,,,-1.48880002e-007,        4.96
,,,-1.48840002e-007,    4.961875
,,,-1.48800002e-007,    4.964062
,,,-1.48760002e-007,    4.965312
,,,-1.48720002e-007,    4.964062
,,,-1.48680002e-007,        4.96
,,,-1.48640002e-007,     4.95375
,,,-1.48600002e-007,    4.947812
,,,-1.48560002e-007,    4.945312
,,,-1.48520002e-007,    4.949062
,,,-1.48480002e-007,        4.96
,,,-1.48440002e-007,    4.976562
,,,-1.48400002e-007,    4.994375
,,,-1.48360002e-007,      5.0075
,,,-1.48320002e-007,    5.010469
,,,-1.48280002e-007,           5
,,,-1.48240002e-007,    4.975937
,,,-1.48200002e-007,    4.944062
,,,-1.48160002e-007,    4.912187
,,,-1.48120002e-007,    4.888594
,,,-1.48080002e-007,        4.88
,,,-1.48040002e-007,    4.889531
,,,-1.48000002e-007,    4.913906
,,,-1.47960002e-007,    4.945937
,,,-1.47920002e-007,    4.977187
,,,-1.47880002e-007,           5
,,,-1.47840002e-007,    5.009062
,,,-1.47800002e-007,    5.004687
,,,-1.47760002e-007,    4.991094
,,,-1.47720002e-007,    4.974219
,,,-1.47680002e-007,        4.96
,,,-1.47640002e-007,    4.952187
,,,-1.47600002e-007,    4.951406
,,,-1.47560002e-007,    4.955156
,,,-1.47520002e-007,    4.959219
,,,-1.47480002e-007,        4.96
,,,-1.47440002e-007,    4.955469
,,,-1.47400002e-007,     4.94625
,,,-1.47360002e-007,       4.935
,,,-1.47320002e-007,    4.925156
,,,-1.47280002e-007,        4.92
,,,-1.47240002e-007,    4.922031
,,,-1.47200002e-007,    4.929687
,,,-1.47160002e-007,    4.940625
,,,-1.47120002e-007,    4.951719
,,,-1.47080002e-007,        4.96
,,,-1.47040002e-007,    4.963437
,,,-1.47000002e-007,    4.963281
,,,-1.46960002e-007,    4.960937
,,,-1.46920002e-007,    4.959062
,,,-1.46880002e-007,        4.96
,,,-1.46840002e-007,    4.964687
,,,-1.46800002e-007,    4.972812
,,,-1.46760002e-007,    4.982656
,,,-1.46720002e-007,    4.992344
,,,-1.46680002e-007,           5
,,,-1.46640002e-007,    5.003437
,,,-1.46600002e-007,    5.003906
,,,-1.46560002e-007,    5.002344
,,,-1.46520002e-007,    5.000469
,,,-1.46480002e-007,           5
,,,-1.46440002e-007,    5.000312
,,,-1.46400002e-007,    5.001875
,,,-1.46360002e-007,    5.003281
,,,-1.46320002e-007,    5.003125
,,,-1.46280002e-007,           5
,,,-1.46240002e-007,    4.992812
,,,-1.46200002e-007,    4.983437
,,,-1.46160002e-007,    4.973594
,,,-1.46120002e-007,    4.965312
,,,-1.46080002e-007,        4.96
,,,-1.46040002e-007,    4.958594
,,,-1.46000002e-007,    4.959844
,,,-1.45960002e-007,    4.962031
,,,-1.45920002e-007,    4.962656
,,,-1.45880002e-007,        4.96
,,,-1.45840002e-007,    4.953281
,,,-1.45800002e-007,    4.943906
,,,-1.45760002e-007,    4.933594
,,,-1.45720002e-007,       4.925
,,,-1.45680002e-007,        4.92
,,,-1.45640002e-007,    4.919687
,,,-1.45600002e-007,    4.921875
,,,-1.45560002e-007,    4.924375
,,,-1.45520002e-007,    4.924219
,,,-1.45480002e-007,        4.92
,,,-1.45440002e-007,    4.912969
,,,-1.45400002e-007,    4.905312
,,,-1.45360002e-007,     4.90125
,,,-1.45320002e-007,    4.905312
,,,-1.45280002e-007,        4.92
,,,-1.45240002e-007,    4.944844
,,,-1.45200002e-007,    4.975625
,,,-1.45160002e-007,    5.005781
,,,-1.45120002e-007,    5.028906
,,,-1.45080002e-007,        5.04
,,,-1.45040002e-007,    5.035781
,,,-1.45000002e-007,    5.019844
,,,-1.44960002e-007,      4.9975
,,,-1.44920002e-007,    4.975469
,,,-1.44880002e-007,        4.96
,,,-1.44840002e-007,    4.954844
